"","Genus","Kingdom","Phylum","Class","Order","Family","Species","OTU","guid","mbNumber","taxonomicLevel","trophicMode","guild","confidenceRanking","growthForm","trait","notes","citationSource"
"1135","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"f59602ca25d0fad481edb0aad86cc7d5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"f03f4231f04081d593326f9086ff828f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"2d963f6a33a18aadc3877d62982f7525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"41fc2a89e4107d688620e92e95b6d13c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"5b17422cd2370453b228ffce84a16cfd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"3623a78c6ce3003b6d65bb2f7ca3082e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"ae7040c0277b612aa98c41bdc0d0ef40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"dba43dd18d5334354b2c1b75a429f365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"431bb2bb6489ee845b7c4d3bc4055075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"3a513f6b9f215f126f07c0cd398f1d33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"e60c99a513d9a93373c2da0847f23f58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"0eff5faaf53d81c155cfa88b123d53c6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"191d1e6aa31d5b5a7fa04c5cb995ba8a",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"4ec90383c81089198ec582d8b2be9305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","Pseudogymnoascus","k__Fungi","p__Ascomycota","c__Leotiomycetes","o__Thelebolales","f__Pseudeurotiaceae",NA,"b5ff1ba35f4348d0fd0d65c1a04bc361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","Pseudoomphalina","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","s__Pseudoomphalina_pachyphylla","e5d679429e2c5c945de1c4d4000731de","8FDAA09F-668A-421D-8C92-34182CFEA370","18406","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1151","Pseudoomphalina","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Tricholomataceae","s__Pseudoomphalina_pachyphylla","d8559e9696c0378e772c122fca5aedee","8FDAA09F-668A-421D-8C92-34182CFEA370","18406","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1152","Pseudotomentella","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","s__unidentified","8e701909b780f2c01eca4a2abda0488a","224EC5BF-AFB9-4FB5-A1E1-70FAF57B1A81","18411","Genus","Symbiotroph","Ectomycorrhizal","Possible","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (sensu stricto)"
"1153","Pseudotomentella","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","s__unidentified","c96cf5b1f473400581e1af7e4943db6e","224EC5BF-AFB9-4FB5-A1E1-70FAF57B1A81","18411","Genus","Symbiotroph","Ectomycorrhizal","Possible","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (sensu stricto)"
"1154","Pseudotomentella","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","s__unidentified","a95bf8f3669d1c5789ee01d6f4237938","224EC5BF-AFB9-4FB5-A1E1-70FAF57B1A81","18411","Genus","Symbiotroph","Ectomycorrhizal","Possible","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (sensu stricto)"
"1155","Pseudotomentella","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Thelephorales","f__Thelephoraceae","s__unidentified","0d863e9d1928bc25d49c1c283781b001","224EC5BF-AFB9-4FB5-A1E1-70FAF57B1A81","18411","Genus","Symbiotroph","Ectomycorrhizal","Possible","Corticioid","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (sensu stricto)"
"1156","Pulvinula","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","s__unidentified","8bb3347dfdc33329ecf34d60c64e3a77","1CB1A0C1-36B9-11D5-9548-00D0592D548C","4554","Genus","Symbiotroph","Ectomycorrhizal","Possible","NULL","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1157","Pulvinula","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","s__unidentified","cf8ae0232fe837d89094cf316e88190a","1CB1A0C1-36B9-11D5-9548-00D0592D548C","4554","Genus","Symbiotroph","Ectomycorrhizal","Possible","NULL","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1158","Pulvinula","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","s__Pulvinula_convexella","b746ef1a440bb5abe993353bf48a06f5","1CB1A0C1-36B9-11D5-9548-00D0592D548C","4554","Genus","Symbiotroph","Ectomycorrhizal","Possible","NULL","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1159","Pulvinula","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae","s__unidentified","0efc8ae047abf57a6b13b89755da1284","1CB1A0C1-36B9-11D5-9548-00D0592D548C","4554","Genus","Symbiotroph","Ectomycorrhizal","Possible","NULL","NULL","NULL","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (pro parte); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1160","Pyrenochaeta","k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Cucurbitariaceae","s__unidentified","9e2cbba990285e8ab19e9d9d828cc5a5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1161","Pyronema","k__Fungi","p__Ascomycota","c__Pezizomycetes","o__Pezizales","f__Pyronemataceae",NA,"86e002d4a140c90df23439ecbbb28338","1CB1CAD1-36B9-11D5-9548-00D0592D548C","4624","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))"
"1162","Ramaria","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Gomphales","f__Gomphaceae",NA,"f3c19f501833b5fdcce96a0d223408d4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1163","Retiarius","k__Fungi","p__Ascomycota","c__Orbiliomycetes","o__Orbiliales","f__Orbiliaceae","s__unidentified","aaa130c2bcf7dce2d22fbd7d77544887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1164","Rhinocladiella","k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","s__unidentified","8db35734640e9c53f17897a207c9b9c4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1165","Rhizophlyctis","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","s__unidentified","c61913bb9a28e4933292174f8b44c8ae","1CB1CAF8-36B9-11D5-9548-00D0592D548C","20483","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
"1166","Rhizophlyctis","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","s__Rhizophlyctis_rosea","d957cade8c152d97c6b1b36a6abc05b2","1CB1CAF8-36B9-11D5-9548-00D0592D548C","20483","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
"1167","Rhizophlyctis","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","s__Rhizophlyctis_rosea","c954870daef18e11e7031963a4ebcbfd","1CB1CAF8-36B9-11D5-9548-00D0592D548C","20483","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
"1168","Rhizophlyctis","k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","s__unidentified","8a2b3490e93a58fe71c1331f0b6ac4fb","1CB1CAF8-36B9-11D5-9548-00D0592D548C","20483","Genus","Saprotroph","Saprotroph","Probable","NULL","NULL","NULL","James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))"
"1169","Rhizoplaca","k__Fungi","p__Ascomycota","c__Lecanoromycetes","o__Lecanorales","f__Lecanoraceae",NA,"07b22be4f8f9fbf169eb6cbba9eb6161","41D411AE-EEA8-43F9-BF43-FCF5844CA4B6","4712","Genus","Symbiotroph","Lichenized","Highly Probable","Thallus","NULL","NULL","Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))"
"1170","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"e274875f6082879583c62d9705003796","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1171","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae","s__unidentified","e709caab245508a326661c893144ab58","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1172","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"d570802e9b15e9f30076e229846015e6","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1173","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"ffdb2ef12c882829befecec683794b89","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1174","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"9840b9462fd442e86b7cb20f99c4dc67","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1175","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae","s__Rhizopogon_olivaceotinctus","3f4805937079ffe636ffe4eafd5d8f07","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1176","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"69e028c32902723dbd23c9940a93be14","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1177","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"96a02467f54a85c890945d56e8315ae7","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1178","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"34dc8b970a5cb612a30c5a69c76e5c4d","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1179","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"00fe6e8b2f1da3502b8e113cd593ef2a","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1180","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"f2c733ed7960ca6e6223cd1deb65da3b","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1181","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"94ced2d5722cc289f0ef4f7200ef8526","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1182","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"b094265b1a8b0b5ff3507ff0f5c8a6e4","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1183","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"d65565f390234c5bfced4d656f8b0031","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1184","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"a27d6f77c131dbcf86c5c6b80f1de3eb","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1185","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"3522c2b86b4ee62dcdb47985493600a3","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1186","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"bf5671af8d69bb7d42b0ec6f81f069cc","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
"1187","Rhizopogon","k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Boletales","f__Rhizopogonaceae",NA,"9afd9bbd3d35f2c7e14fc700d7acc9e5","1CB1A208-36B9-11D5-9548-00D0592D548C","19297","Genus","Symbiotroph","Ectomycorrhizal","Highly Probable","Gasteroid","Hypogeous","Common name - false truffle","Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))"
